83	38	38	98	-1	11	65	-1	93	85	0	88	91	65	16	13	41	98	48	-1	47	92	24	37	88	3	-1	-1	55	28	10	-1	55	90	85	-1	81	58	53	26	10	66	-1	-1	-1	16	-1	48	62	-1	66	33	95	25	59	37	-1	68	54	81	-1	24	50	63	-1	-1	71	0	21	0	94	58	94	17	90	24	-1	-1	-1	92	90	61	71	-1	10	-1	-1	-1	77	-1	66	-1	61	99	44	82	69	59	49	67
63	81	94	23	8	-1	56	4	-1	88	51	0	-1	70	35	53	-1	-1	24	83	3	-1	53	-1	82	19	43	52	-1	83	13	85	-1	67	-1	34	12	57	75	27	38	58	99	69	2	25	-1	93	49	10	6	66	80	93	92	99	94	91	56	71	25	-1	-1	66	95	-1	71	68	49	25	-1	-1	83	32	11	91	95	2	-1	16	-1	40	31	93	14	65	-1	-1	-1	9	52	1	85	3	50	82	3	-1	-1	9
98	4	18	66	-1	57	54	-1	47	90	81	39	0	88	65	50	37	79	-1	10	65	70	85	-1	23	71	78	96	58	14	22	89	-1	84	-1	-1	-1	34	75	7	12	76	-1	-1	71	24	-1	27	-1	41	61	11	80	78	63	42	0	26	53	21	43	45	-1	36	45	92	54	61	43	39	29	88	76	50	28	96	98	61	30	38	-1	-1	-1	-1	98	76	20	62	62	69	31	39	-1	40	-1	-1	60	-1	4	49
7	-1	64	-1	63	13	91	-1	49	52	9	84	94	0	22	-1	36	58	-1	91	-1	45	-1	27	-1	29	2	48	44	29	46	-1	1	92	-1	53	36	-1	41	69	-1	39	-1	92	34	92	3	56	95	26	-1	98	-1	48	-1	-1	14	85	3	25	83	46	9	38	-1	-1	80	88	36	-1	1	-1	-1	94	53	-1	-1	41	95	22	28	17	22	-1	57	69	61	7	26	72	-1	76	33	94	26	28	-1	44	69	-1
18	70	84	49	44	-1	66	49	-1	-1	25	10	73	-1	0	93	72	62	70	-1	14	14	96	32	48	90	-1	89	69	50	-1	89	-1	7	53	0	-1	29	96	76	78	71	-1	21	78	-1	23	92	23	8	60	16	92	68	90	78	15	6	87	85	-1	-1	24	84	83	86	16	15	74	46	37	16	-1	-1	-1	-1	99	-1	23	-1	61	35	40	67	74	24	26	-1	88	-1	-1	74	72	91	-1	22	-1	61	94	26
82	-1	-1	-1	45	2	-1	99	11	41	82	91	-1	62	-1	0	-1	-1	78	99	45	-1	40	59	99	-1	-1	11	87	-1	96	2	31	56	-1	38	62	77	-1	62	75	28	16	21	89	91	73	79	-1	54	87	-1	78	29	12	53	80	34	5	-1	80	45	83	43	-1	13	60	-1	57	84	-1	58	43	96	75	62	4	-1	3	18	-1	83	76	-1	45	17	20	-1	-1	-1	90	-1	-1	24	26	56	13	-1	-1	12
46	58	89	43	47	46	46	27	76	23	92	-1	31	30	73	93	0	16	69	85	28	80	-1	6	-1	15	13	62	-1	76	15	45	49	16	22	57	23	-1	36	54	24	-1	7	-1	-1	46	-1	2	72	63	60	81	47	-1	-1	90	60	-1	-1	77	2	40	57	13	53	78	18	16	-1	14	84	82	73	79	99	-1	31	93	-1	34	40	15	-1	-1	45	-1	0	76	15	47	-1	32	88	75	45	96	81	31	60	-1
91	-1	6	-1	-1	16	37	-1	-1	7	-1	68	-1	82	58	34	2	0	9	80	9	-1	-1	-1	61	82	85	11	41	24	-1	58	96	54	49	-1	-1	-1	-1	65	4	-1	42	-1	-1	-1	48	-1	-1	42	57	59	-1	72	11	96	-1	85	61	26	9	94	47	94	61	-1	-1	27	18	49	31	-1	17	55	38	-1	78	15	-1	41	51	-1	7	-1	30	-1	55	-1	98	28	-1	43	88	-1	37	53	-1	85	-1	-1
69	80	52	41	43	70	5	59	73	72	48	8	-1	59	14	-1	-1	-1	0	59	13	69	-1	71	-1	43	95	41	50	12	83	11	-1	81	47	54	83	-1	67	15	-1	64	12	47	22	14	72	18	75	87	-1	-1	48	-1	-1	35	62	17	-1	57	39	-1	-1	-1	76	4	65	-1	-1	-1	52	-1	6	58	62	91	27	-1	0	7	15	65	88	70	-1	72	-1	97	47	-1	-1	45	63	90	4	6	-1	75	-1	80
-1	75	20	-1	15	35	95	-1	98	42	-1	31	93	-1	65	18	11	23	-1	0	85	43	9	33	-1	13	-1	-1	97	47	86	89	98	96	37	65	-1	0	81	5	98	2	50	51	-1	7	97	68	-1	52	-1	74	-1	87	-1	61	-1	-1	-1	-1	51	60	97	21	22	22	75	75	45	98	87	16	-1	-1	46	-1	86	98	-1	-1	-1	28	7	4	53	56	67	47	31	98	-1	50	81	79	50	30	-1	45	59	40
-1	-1	96	83	-1	41	1	-1	11	38	37	-1	24	-1	82	57	-1	-1	-1	-1	0	49	80	-1	-1	72	90	33	-1	64	80	34	4	-1	44	66	12	73	-1	-1	60	69	78	30	69	44	-1	59	-1	18	6	-1	-1	31	18	-1	-1	-1	70	42	36	72	6	30	-1	-1	78	57	70	-1	-1	72	15	88	15	18	31	84	-1	-1	8	94	-1	-1	-1	-1	87	-1	92	6	49	14	-1	95	3	-1	83	22	33	17
-1	82	-1	-1	95	93	62	52	14	-1	-1	29	74	8	-1	90	16	85	39	23	33	0	54	-1	49	90	-1	8	29	36	70	81	14	12	96	68	-1	-1	70	-1	25	81	-1	18	19	56	57	17	26	58	60	54	70	-1	5	34	95	59	47	0	-1	13	4	5	66	38	-1	-1	-1	-1	42	51	32	33	59	58	56	25	78	48	-1	0	91	-1	74	55	81	60	-1	19	-1	19	-1	59	59	56	0	31	82	-1
49	71	81	-1	-1	13	-1	-1	96	71	-1	-1	84	-1	9	-1	20	-1	70	77	21	-1	0	-1	16	28	19	31	-1	13	-1	-1	-1	94	62	5	62	54	85	97	49	-1	-1	-1	57	66	-1	91	31	44	-1	16	-1	88	5	-1	94	22	31	38	-1	74	-1	-1	18	82	74	60	-1	-1	42	-1	74	54	63	20	71	-1	27	80	80	-1	56	-1	63	55	31	-1	47	33	51	93	-1	-1	-1	-1	14	34	77	43
-1	26	25	-1	-1	2	13	51	30	18	52	85	82	16	8	62	-1	-1	77	42	-1	-1	94	0	-1	43	74	2	70	19	56	12	-1	-1	-1	4	63	-1	-1	51	97	51	49	-1	-1	36	51	-1	84	95	67	74	48	59	83	39	10	-1	-1	14	72	2	-1	-1	27	-1	-1	-1	-1	85	-1	96	12	17	-1	-1	-1	43	14	51	-1	79	-1	72	19	26	12	-1	55	-1	0	42	76	96	-1	0	56	-1	48	66
-1	88	-1	28	82	53	91	39	-1	38	84	28	30	-1	58	-1	13	7	-1	84	35	41	81	39	0	69	1	-1	8	69	95	18	-1	85	-1	-1	-1	-1	10	77	-1	73	36	-1	38	97	79	99	-1	-1	43	17	94	19	97	49	67	85	36	49	50	19	17	33	19	43	11	15	56	15	-1	68	-1	68	72	70	78	-1	9	-1	-1	-1	74	-1	35	50	-1	42	60	28	62	23	86	5	44	84	96	54	98	-1
-1	-1	68	98	10	19	-1	2	67	4	-1	-1	-1	3	-1	-1	81	18	23	41	11	99	80	55	-1	0	70	16	-1	84	4	42	54	-1	10	45	53	-1	4	89	74	-1	-1	-1	85	-1	64	44	69	98	95	48	75	42	10	0	-1	-1	43	-1	69	45	84	-1	-1	53	-1	71	74	11	-1	-1	83	52	30	37	7	-1	29	27	23	8	-1	-1	96	40	-1	28	97	32	-1	51	8	24	20	-1	46	-1	33	83
13	44	90	82	4	27	9	73	82	89	97	4	9	57	2	-1	-1	84	2	69	74	-1	67	-1	65	33	0	83	9	32	-1	-1	-1	29	51	-1	19	-1	84	-1	37	62	15	-1	13	97	24	11	22	-1	15	-1	-1	49	16	-1	88	94	17	32	33	17	-1	-1	72	3	-1	67	-1	-1	39	32	38	90	-1	89	95	-1	26	-1	39	83	39	95	52	-1	11	49	-1	76	66	-1	50	11	23	42	34	99	83	-1
62	-1	4	-1	42	10	42	80	25	3	51	24	87	48	36	24	11	98	-1	79	63	-1	-1	-1	-1	23	13	0	66	33	89	-1	-1	-1	68	64	-1	45	76	71	-1	29	-1	-1	-1	2	2	-1	-1	94	-1	60	-1	14	2	29	22	-1	52	-1	63	93	18	-1	-1	30	40	18	58	-1	73	-1	62	-1	83	-1	63	2	30	-1	67	43	7	17	-1	32	29	97	-1	99	23	64	-1	15	-1	-1	12	-1	82	-1
-1	-1	-1	91	-1	-1	90	55	27	94	16	82	-1	87	76	33	49	35	-1	77	86	-1	-1	23	64	43	88	16	0	6	-1	-1	76	11	-1	-1	47	73	6	46	62	41	-1	59	93	-1	92	30	50	20	-1	-1	-1	41	65	-1	60	-1	41	10	6	21	81	14	72	31	-1	-1	50	-1	64	83	-1	7	32	92	82	50	-1	19	29	1	-1	89	-1	1	16	41	78	-1	18	-1	85	-1	81	49	78	-1	48	94
28	91	47	41	-1	67	39	74	26	66	41	-1	30	-1	20	47	69	-1	98	61	48	38	68	-1	1	-1	89	-1	88	0	63	-1	-1	-1	59	-1	92	-1	61	50	45	20	99	0	19	-1	22	58	88	-1	-1	-1	-1	20	57	18	62	13	62	81	51	3	1	20	92	99	52	-1	39	1	54	64	-1	-1	89	12	74	59	26	4	62	-1	-1	97	-1	22	4	55	1	85	-1	57	67	39	-1	-1	89	64	17	-1
-1	33	-1	97	15	99	76	9	48	82	16	-1	24	-1	93	5	3	28	24	82	60	78	-1	-1	-1	11	92	47	12	72	0	-1	59	83	23	8	10	-1	-1	-1	99	98	6	-1	-1	13	94	61	38	47	20	91	31	40	32	-1	9	-1	-1	45	-1	13	37	14	-1	99	77	38	24	-1	72	40	4	-1	-1	36	45	-1	58	2	-1	-1	43	96	79	11	29	24	78	92	61	30	72	45	92	59	31	9	68	34
32	19	-1	57	-1	66	63	5	-1	49	-1	95	62	-1	19	16	39	21	86	98	-1	60	83	54	41	-1	57	-1	-1	63	38	0	-1	28	49	99	27	46	39	-1	0	23	79	20	77	-1	10	-1	-1	-1	34	78	58	39	-1	59	57	3	74	-1	-1	94	97	-1	87	78	28	97	-1	78	17	62	42	84	17	48	91	-1	-1	62	89	-1	95	89	59	25	64	92	-1	-1	65	-1	54	-1	-1	38	21	1	72	35
-1	-1	69	-1	3	63	86	68	89	15	59	78	42	90	42	32	58	26	-1	93	-1	2	48	-1	65	-1	85	45	19	68	5	9	0	93	16	95	-1	29	54	-1	53	93	-1	60	-1	11	-1	48	49	16	47	-1	50	18	33	12	57	-1	2	10	-1	-1	-1	92	-1	6	20	64	-1	68	56	65	39	15	59	10	-1	-1	77	-1	88	30	1	40	-1	79	79	1	10	-1	58	20	37	14	93	55	49	57	23	37
29	41	20	39	-1	64	-1	8	83	75	64	-1	-1	-1	-1	64	-1	-1	16	82	-1	76	39	33	80	27	54	8	73	46	-1	56	78	0	77	-1	11	30	79	56	-1	53	94	-1	-1	36	18	40	-1	34	-1	-1	-1	7	-1	-1	88	35	52	57	42	40	35	88	14	0	-1	9	-1	39	28	33	75	69	-1	13	54	24	-1	11	2	23	-1	98	21	-1	20	36	-1	-1	-1	-1	39	65	10	20	37	88	-1	-1
13	92	95	46	23	-1	44	-1	87	85	88	67	77	20	97	66	95	-1	20	70	83	96	-1	-1	-1	12	80	-1	52	-1	35	71	82	-1	0	-1	38	72	-1	85	64	7	54	-1	94	-1	86	-1	-1	91	-1	42	-1	35	95	-1	44	-1	75	93	-1	52	19	-1	30	23	7	-1	34	-1	-1	-1	-1	-1	60	-1	84	83	17	-1	73	6	11	33	81	-1	47	28	95	21	-1	48	81	91	29	-1	72	-1	99	-1
22	11	4	56	54	19	86	14	-1	43	43	69	-1	70	13	27	99	-1	66	-1	-1	5	14	99	92	84	-1	-1	6	95	67	64	66	-1	68	0	-1	39	-1	70	-1	59	27	-1	6	79	-1	-1	-1	10	84	92	44	31	-1	-1	0	93	-1	11	82	63	76	-1	23	-1	99	37	29	89	-1	59	-1	52	69	80	11	81	31	-1	99	56	45	46	-1	36	-1	82	16	50	80	-1	21	77	12	27	-1	39	42	18
16	86	17	41	87	-1	24	19	15	82	-1	-1	-1	18	19	87	71	46	83	37	74	-1	57	30	17	1	58	79	60	37	40	-1	-1	50	54	6	0	94	49	62	12	29	87	-1	58	-1	-1	-1	-1	45	70	-1	-1	70	31	67	-1	63	9	26	15	26	-1	39	23	12	86	23	71	56	98	24	-1	51	-1	96	8	-1	45	-1	83	32	26	63	94	79	32	44	-1	-1	-1	-1	74	82	62	92	37	-1	72	67
77	27	11	25	99	40	39	65	85	-1	65	33	4	49	59	-1	35	84	8	46	-1	15	57	46	-1	6	-1	-1	36	84	57	50	4	-1	11	71	-1	0	43	2	-1	32	19	61	89	-1	53	-1	-1	65	42	-1	52	27	62	-1	2	-1	67	83	-1	69	24	85	-1	14	42	39	80	26	53	-1	92	13	96	22	-1	27	-1	44	-1	74	-1	76	88	-1	-1	56	82	13	29	-1	11	67	-1	-1	8	68	67	61
54	18	46	81	25	96	90	21	98	-1	-1	43	48	-1	-1	55	-1	-1	23	83	-1	54	36	90	59	65	27	62	54	-1	27	29	32	17	62	69	-1	-1	0	-1	-1	58	69	83	50	-1	-1	-1	78	-1	94	-1	95	86	37	16	22	14	30	8	-1	70	-1	97	22	85	23	4	53	39	-1	22	-1	-1	76	43	67	49	42	7	81	49	-1	-1	-1	-1	-1	52	83	-1	16	-1	59	27	-1	-1	78	56	73	65
-1	60	-1	49	-1	55	36	89	61	-1	-1	92	49	-1	-1	81	-1	88	-1	89	-1	59	0	85	64	-1	8	-1	77	41	-1	56	94	80	52	52	18	87	24	0	86	48	86	88	65	89	-1	17	-1	25	41	99	13	66	99	-1	38	97	-1	77	29	81	10	-1	68	97	53	-1	3	48	-1	52	15	68	18	-1	24	26	-1	78	-1	76	-1	45	96	87	-1	32	12	20	19	-1	91	33	46	37	37	57	-1	70
-1	21	-1	12	15	-1	28	51	-1	-1	-1	22	36	33	17	59	49	0	-1	-1	44	96	81	31	81	25	-1	-1	37	-1	63	20	-1	88	-1	19	-1	51	-1	63	0	-1	53	-1	-1	-1	47	43	54	60	30	36	60	90	5	7	19	83	-1	16	28	-1	-1	6	-1	55	-1	1	44	53	65	17	-1	55	38	87	2	7	-1	7	66	25	90	21	-1	11	67	-1	63	11	80	86	-1	-1	23	28	27	45	1	-1
81	30	99	70	-1	32	44	0	72	-1	-1	-1	-1	37	-1	-1	-1	4	64	70	-1	71	-1	81	40	48	13	6	90	-1	65	2	-1	43	30	87	29	-1	-1	-1	-1	0	-1	29	75	4	-1	75	-1	-1	10	80	59	82	75	-1	58	-1	12	-1	41	33	-1	-1	15	78	40	68	48	-1	44	46	-1	96	0	-1	-1	-1	46	-1	1	37	65	-1	-1	84	4	58	21	-1	41	76	3	28	-1	4	-1	-1	37	51
5	81	-1	31	-1	45	69	-1	25	31	-1	64	-1	95	-1	48	68	14	27	98	17	85	-1	89	-1	-1	40	43	40	76	19	98	15	-1	73	64	-1	12	42	8	9	20	0	74	-1	-1	96	-1	64	51	49	-1	32	70	-1	30	57	38	74	63	33	30	-1	-1	-1	13	-1	7	-1	88	52	-1	-1	-1	-1	0	79	-1	79	62	39	19	13	15	50	82	35	-1	57	96	57	81	67	88	23	29	22	60	-1	50
-1	55	-1	26	14	41	45	-1	87	79	42	31	47	76	-1	70	-1	67	-1	-1	88	51	98	-1	57	61	69	33	-1	24	14	30	87	92	28	0	68	21	64	-1	88	-1	90	0	13	26	78	63	98	94	91	-1	-1	-1	24	69	63	79	40	17	-1	-1	30	-1	33	54	31	26	11	83	9	37	66	-1	-1	41	10	-1	63	-1	71	92	45	37	12	-1	92	60	-1	93	-1	0	29	66	62	-1	-1	11	-1	-1
-1	39	63	41	52	2	-1	97	-1	79	63	74	-1	86	46	55	4	75	53	-1	85	-1	-1	-1	84	5	-1	22	-1	92	42	73	89	9	10	-1	54	19	-1	-1	-1	55	73	42	0	-1	15	46	8	8	-1	-1	-1	-1	51	-1	40	64	33	-1	-1	40	58	15	73	97	-1	4	40	80	88	80	84	86	24	27	7	-1	-1	43	87	11	-1	-1	-1	13	33	21	79	-1	55	74	6	12	34	-1	2	35	-1	43
67	58	11	92	16	-1	40	57	60	66	13	53	-1	-1	87	-1	19	-1	-1	89	-1	-1	99	-1	-1	49	61	58	-1	1	-1	29	72	-1	-1	68	81	9	65	18	10	12	-1	-1	18	0	-1	31	-1	-1	34	13	91	-1	75	77	13	-1	63	40	44	36	39	-1	46	24	53	89	47	-1	-1	-1	33	60	76	79	-1	59	-1	54	39	98	86	49	-1	84	-1	28	-1	37	-1	69	69	90	56	50	-1	1	1	22
-1	57	3	-1	-1	98	32	-1	10	84	35	36	-1	-1	86	61	18	3	-1	9	81	34	79	3	32	9	57	32	-1	32	82	81	26	-1	85	31	-1	83	51	82	43	53	18	-1	-1	-1	0	72	88	-1	-1	17	6	85	-1	-1	8	27	51	12	-1	8	73	74	-1	-1	51	63	39	15	56	68	20	-1	7	77	80	76	-1	19	95	35	20	88	72	24	15	28	19	71	62	89	1	21	8	61	43	66	46	-1
59	56	34	97	-1	-1	-1	61	48	88	29	-1	6	55	49	27	-1	8	34	74	90	86	-1	88	9	30	89	-1	11	97	34	72	76	5	-1	-1	-1	86	0	74	15	-1	-1	24	-1	67	8	0	-1	8	25	39	33	30	2	65	6	-1	81	6	95	59	-1	92	-1	16	15	12	28	27	-1	24	3	30	8	54	-1	62	-1	70	99	-1	69	57	95	11	-1	1	58	39	-1	49	73	39	-1	63	40	96	-1	66
42	45	22	-1	74	85	20	-1	-1	-1	17	87	83	-1	17	96	12	62	64	17	8	-1	34	-1	38	24	-1	48	81	26	-1	39	77	35	10	66	92	74	49	84	-1	40	69	-1	-1	57	-1	53	0	67	-1	66	68	99	-1	39	73	4	50	26	22	60	76	28	74	-1	83	32	4	50	30	41	27	-1	3	-1	6	36	66	83	77	90	20	38	-1	58	6	-1	86	18	12	63	30	56	34	10	19	44	-1	3
-1	57	-1	10	-1	71	85	66	-1	38	-1	6	-1	-1	27	2	52	48	90	5	22	-1	-1	-1	69	98	95	1	80	98	58	-1	5	-1	39	71	17	50	-1	57	90	55	-1	62	-1	-1	-1	-1	99	0	-1	-1	61	54	49	-1	11	17	2	67	43	-1	-1	48	69	81	38	0	16	7	-1	84	36	42	72	17	20	32	-1	18	-1	28	34	-1	80	44	41	80	57	4	31	-1	12	36	88	96	63	49	72	33
-1	-1	93	-1	82	89	-1	-1	38	96	7	8	81	35	76	98	60	-1	21	-1	-1	71	94	26	50	83	44	77	62	19	34	-1	33	-1	4	41	52	62	13	-1	49	-1	32	83	-1	13	61	73	85	55	0	20	97	45	62	-1	87	-1	54	32	90	-1	-1	-1	99	-1	64	15	53	23	-1	1	-1	64	10	22	95	31	36	17	69	-1	68	-1	61	94	80	30	35	40	17	87	41	60	-1	63	-1	-1	93	68
-1	97	-1	31	22	58	96	83	-1	18	-1	11	59	1	17	84	26	55	53	-1	50	8	63	11	22	-1	-1	86	92	36	41	11	-1	-1	37	87	-1	-1	96	99	-1	63	71	88	40	10	51	-1	1	23	-1	0	65	34	-1	94	71	15	90	16	46	29	-1	52	2	82	-1	-1	69	15	-1	73	61	44	-1	99	-1	49	58	37	44	-1	3	46	76	18	50	26	82	18	-1	50	30	29	9	24	-1	12	-1	-1
36	-1	23	-1	-1	58	13	-1	39	-1	50	-1	46	22	-1	75	17	-1	7	57	-1	-1	63	64	-1	83	81	89	1	-1	2	-1	37	17	48	41	63	3	38	-1	13	70	6	-1	39	-1	30	83	-1	5	61	92	0	67	90	-1	81	-1	14	46	-1	47	40	55	83	-1	19	83	56	89	-1	64	95	-1	57	34	-1	50	86	-1	-1	68	-1	15	-1	61	54	-1	46	13	8	96	45	83	76	3	58	85	76	10
51	-1	41	80	-1	88	12	91	14	-1	34	98	42	11	21	71	25	46	55	-1	7	-1	1	45	53	20	-1	-1	94	98	79	72	-1	28	6	91	25	-1	52	81	-1	1	65	-1	6	-1	-1	-1	-1	-1	69	-1	63	0	-1	87	-1	-1	61	-1	37	86	73	32	13	62	78	79	2	51	98	-1	60	-1	33	91	44	-1	-1	70	-1	86	60	87	-1	-1	-1	-1	-1	17	-1	-1	-1	15	32	52	54	47	-1	-1
-1	-1	-1	-1	56	-1	-1	14	-1	6	49	7	20	55	-1	-1	-1	90	71	50	44	-1	51	-1	-1	89	18	86	34	71	-1	-1	-1	83	-1	50	66	9	66	10	99	-1	61	70	85	12	25	93	42	86	-1	33	-1	-1	0	87	80	72	96	90	17	27	-1	67	2	81	-1	37	-1	56	-1	78	73	-1	58	71	71	-1	73	9	83	13	73	78	-1	5	66	59	65	76	56	-1	39	-1	73	39	88	52	88	15
39	92	8	21	75	38	94	99	94	69	-1	-1	29	-1	-1	-1	95	92	-1	15	-1	80	91	26	59	38	98	-1	54	23	70	16	79	-1	61	75	43	8	28	33	-1	-1	-1	44	82	70	-1	-1	23	42	-1	-1	-1	-1	60	0	98	38	44	-1	-1	11	48	4	90	46	95	11	24	33	90	90	2	1	49	56	44	-1	-1	7	27	87	-1	72	21	19	96	-1	-1	-1	87	47	62	-1	-1	52	-1	81	48	82
95	68	62	29	20	-1	27	8	23	-1	-1	88	8	35	39	-1	29	73	-1	18	-1	-1	89	31	-1	17	56	22	99	70	44	3	-1	-1	85	-1	59	-1	-1	87	-1	78	68	43	-1	72	-1	-1	8	40	86	84	83	97	-1	-1	0	7	-1	-1	43	46	7	82	52	24	-1	69	86	36	-1	97	-1	-1	21	-1	57	-1	35	48	-1	48	34	17	30	-1	39	42	-1	88	55	-1	50	0	36	5	-1	73	91	-1
26	83	83	55	66	71	81	83	0	6	17	2	28	-1	90	47	23	30	35	45	5	69	11	-1	42	57	45	34	9	9	7	32	70	-1	83	70	-1	88	17	24	48	38	21	63	6	80	-1	92	12	90	45	34	93	93	22	73	18	0	1	-1	55	54	45	86	-1	40	19	-1	64	59	17	-1	49	15	-1	57	60	-1	93	-1	88	10	46	-1	47	23	-1	-1	37	-1	92	-1	73	-1	-1	-1	38	37	97	86
-1	-1	-1	-1	-1	45	21	-1	3	30	95	-1	48	-1	29	61	-1	-1	-1	-1	76	4	79	-1	-1	-1	63	24	9	37	46	3	22	-1	30	79	15	1	71	47	95	-1	73	39	-1	-1	59	46	68	28	85	-1	28	24	62	83	58	-1	0	-1	68	7	41	89	-1	82	36	32	-1	-1	-1	40	24	-1	-1	-1	-1	28	-1	-1	-1	83	-1	72	-1	-1	36	40	73	53	47	46	87	95	-1	18	79	85	63	-1
73	15	53	81	45	-1	73	99	9	73	80	-1	15	-1	88	11	17	56	23	15	-1	-1	98	60	55	74	-1	84	23	-1	50	-1	-1	51	-1	14	91	20	-1	-1	53	-1	83	-1	-1	-1	-1	85	44	58	0	21	19	23	98	15	74	77	-1	0	-1	-1	38	15	65	-1	85	61	-1	-1	56	66	51	5	-1	-1	-1	-1	-1	2	28	-1	59	65	-1	-1	23	29	41	57	12	-1	49	67	6	31	-1	75	36	66
58	59	99	-1	88	-1	86	12	23	-1	-1	-1	-1	25	69	75	-1	54	43	34	54	-1	-1	79	11	62	21	-1	62	24	57	18	67	-1	13	-1	68	77	-1	0	90	2	38	42	73	33	-1	85	6	37	93	-1	96	55	89	21	-1	17	90	41	0	-1	61	77	45	7	4	-1	34	23	27	-1	22	86	92	-1	22	45	35	66	82	-1	46	-1	17	23	-1	-1	-1	-1	62	36	68	93	45	82	68	31	45	15
